open_covid_region_code,region_name,date,hospitalized_new,hospitalized_cumulative
US-UT,Utah,2020-04-21,9.0,277.0
US-UT,Utah,2020-04-22,11.0,288.0
US-UT,Utah,2020-04-23,13.0,301.0
US-UT,Utah,2020-04-24,14.0,315.0
US-UT,Utah,2020-04-25,14.0,329.0
US-UT,Utah,2020-04-26,16.0,345.0
US-UT,Utah,2020-04-27,4.0,349.0
US-UT,Utah,2020-04-28,21.0,370.0
US-UT,Utah,2020-04-29,13.0,383.0
US-UT,Utah,2020-04-30,7.0,390.0
US-UT,Utah,2020-05-01,13.0,403.0
US-UT,Utah,2020-05-02,15.0,418.0
US-UT,Utah,2020-05-03,18.0,436.0
US-UT,Utah,2020-05-04,5.0,441.0
US-UT,Utah,2020-05-05,15.0,456.0
US-UT,Utah,2020-05-06,8.0,464.0
US-UT,Utah,2020-05-07,12.0,476.0
US-UT,Utah,2020-05-08,12.0,488.0
US-UT,Utah,2020-05-09,10.0,498.0
US-UT,Utah,2020-05-10,14.0,512.0
US-UT,Utah,2020-05-11,5.0,517.0
US-UT,Utah,2020-05-12,18.0,535.0
US-UT,Utah,2020-05-13,18.0,553.0
US-UT,Utah,2020-05-14,5.0,558.0
US-UT,Utah,2020-05-15,8.0,566.0
US-UT,Utah,2020-05-16,12.0,578.0
US-UT,Utah,2020-05-17,8.0,586.0
US-UT,Utah,2020-05-18,9.0,595.0
US-UT,Utah,2020-05-19,24.0,619.0
US-UT,Utah,2020-05-20,12.0,631.0
US-UT,Utah,2020-05-21,16.0,647.0
US-UT,Utah,2020-05-22,13.0,660.0
US-UT,Utah,2020-05-23,16.0,676.0
US-UT,Utah,2020-05-24,12.0,688.0
US-UT,Utah,2020-05-25,4.0,692.0
US-UT,Utah,2020-05-26,4.0,696.0
US-UT,Utah,2020-05-27,20.0,716.0
US-UT,Utah,2020-05-28,18.0,734.0
US-UT,Utah,2020-05-29,19.0,753.0
US-UT,Utah,2020-05-30,10.0,763.0
US-UT,Utah,2020-05-31,12.0,775.0
US-UT,Utah,2020-06-01,14.0,789.0
US-UT,Utah,2020-06-02,12.0,801.0
US-UT,Utah,2020-06-03,28.0,829.0
US-UT,Utah,2020-06-04,21.0,850.0
US-UT,Utah,2020-06-05,20.0,870.0
US-UT,Utah,2020-06-06,20.0,890.0
US-UT,Utah,2020-06-07,10.0,900.0
US-UT,Utah,2020-06-08,18.0,918.0
US-UT,Utah,2020-06-09,13.0,931.0
US-UT,Utah,2020-06-10,23.0,954.0
US-UT,Utah,2020-06-11,14.0,968.0
US-UT,Utah,2020-06-12,20.0,988.0
US-UT,Utah,2020-06-13,24.0,1012.0
US-UT,Utah,2020-06-14,16.0,1028.0
US-UT,Utah,2020-06-15,13.0,1041.0
US-UT,Utah,2020-06-16,32.0,1073.0
US-UT,Utah,2020-06-17,29.0,1102.0
US-UT,Utah,2020-06-18,18.0,1120.0
US-UT,Utah,2020-06-19,25.0,1145.0
US-UT,Utah,2020-06-20,16.0,1161.0
US-UT,Utah,2020-06-21,23.0,1184.0
US-UT,Utah,2020-06-22,8.0,1192.0
US-UT,Utah,2020-06-23,34.0,1226.0
US-UT,Utah,2020-06-24,30.0,1256.0
US-UT,Utah,2020-06-25,34.0,1290.0
US-UT,Utah,2020-06-26,31.0,1321.0
US-UT,Utah,2020-06-27,44.0,1365.0
US-UT,Utah,2020-06-28,31.0,1396.0
US-UT,Utah,2020-06-29,21.0,1417.0
US-UT,Utah,2020-06-30,27.0,1444.0
US-UT,Utah,2020-07-01,32.0,1476.0
US-UT,Utah,2020-07-02,29.0,1505.0
US-UT,Utah,2020-07-03,24.0,1529.0
US-UT,Utah,2020-07-04,36.0,1565.0
US-UT,Utah,2020-07-05,17.0,1582.0
US-UT,Utah,2020-07-06,22.0,1604.0
US-UT,Utah,2020-07-07,49.0,1653.0
US-UT,Utah,2020-07-08,25.0,1678.0
US-UT,Utah,2020-07-09,22.0,1700.0
US-UT,Utah,2020-07-10,48.0,1748.0
US-UT,Utah,2020-07-11,49.0,1797.0
US-UT,Utah,2020-07-12,27.0,1824.0
US-UT,Utah,2020-07-13,26.0,1850.0
US-UT,Utah,2020-07-14,38.0,1888.0
US-UT,Utah,2020-07-15,25.0,1913.0
US-UT,Utah,2020-07-16,43.0,1956.0
US-UT,Utah,2020-07-17,28.0,1984.0
US-UT,Utah,2020-07-18,30.0,2014.0
US-UT,Utah,2020-07-19,19.0,2033.0
US-UT,Utah,2020-07-20,33.0,2066.0
US-UT,Utah,2020-07-21,43.0,2109.0
US-UT,Utah,2020-07-22,26.0,2135.0
US-UT,Utah,2020-07-23,15.0,2150.0
US-UT,Utah,2020-07-24,38.0,2188.0
US-UT,Utah,2020-07-25,25.0,2213.0
US-UT,Utah,2020-07-26,21.0,2234.0
US-UT,Utah,2020-07-27,19.0,2253.0
US-UT,Utah,2020-07-28,42.0,2295.0
US-UT,Utah,2020-07-29,29.0,2324.0
US-UT,Utah,2020-07-30,22.0,2346.0
US-UT,Utah,2020-07-31,31.0,2377.0
US-UT,Utah,2020-08-01,35.0,2412.0
US-UT,Utah,2020-08-02,18.0,2430.0
US-UT,Utah,2020-08-03,20.0,2450.0
US-UT,Utah,2020-08-04,32.0,2482.0
US-UT,Utah,2020-08-05,37.0,2519.0
US-UT,Utah,2020-08-06,35.0,2554.0
US-UT,Utah,2020-08-07,24.0,2578.0
US-UT,Utah,2020-08-08,26.0,2604.0
US-UT,Utah,2020-08-09,16.0,2620.0
US-UT,Utah,2020-08-10,22.0,2642.0
US-UT,Utah,2020-08-11,35.0,2677.0
US-UT,Utah,2020-08-12,19.0,2696.0
US-UT,Utah,2020-08-13,25.0,2721.0
US-UT,Utah,2020-08-14,23.0,2744.0
US-UT,Utah,2020-08-15,16.0,2760.0
US-UT,Utah,2020-08-16,11.0,2771.0
US-UT,Utah,2020-08-17,11.0,2782.0
US-UT,Utah,2020-08-18,22.0,2804.0
US-UT,Utah,2020-08-19,28.0,2832.0
US-UT,Utah,2020-08-20,21.0,2853.0
US-UT,Utah,2020-08-21,17.0,2870.0
US-UT,Utah,2020-08-22,29.0,2899.0
US-UT,Utah,2020-08-23,27.0,2926.0
US-UT,Utah,2020-08-24,15.0,2941.0
US-UT,Utah,2020-08-25,28.0,2969.0
US-UT,Utah,2020-08-26,27.0,2996.0
US-UT,Utah,2020-08-27,19.0,3015.0
US-UT,Utah,2020-08-28,26.0,3041.0
US-UT,Utah,2020-08-29,16.0,3057.0
US-UT,Utah,2020-08-30,23.0,3080.0
US-UT,Utah,2020-08-31,13.0,3093.0
US-UT,Utah,2020-09-01,17.0,3110.0
US-UT,Utah,2020-09-02,24.0,3134.0
US-UT,Utah,2020-09-03,19.0,3153.0
US-UT,Utah,2020-09-04,19.0,3172.0
US-UT,Utah,2020-09-05,16.0,3188.0
US-UT,Utah,2020-09-06,19.0,3207.0
US-UT,Utah,2020-09-07,18.0,3225.0
US-UT,Utah,2020-09-08,17.0,3242.0
US-UT,Utah,2020-09-09,21.0,3263.0
US-UT,Utah,2020-09-10,10.0,3273.0
US-UT,Utah,2020-09-11,15.0,3288.0
US-UT,Utah,2020-09-12,23.0,3311.0
US-UT,Utah,2020-09-13,15.0,3326.0
US-UT,Utah,2020-09-14,12.0,3338.0
US-UT,Utah,2020-09-15,23.0,3361.0
US-UT,Utah,2020-09-16,20.0,3381.0
US-UT,Utah,2020-09-17,20.0,3401.0
US-UT,Utah,2020-09-18,43.0,3444.0
US-UT,Utah,2020-09-19,33.0,3477.0
US-UT,Utah,2020-09-20,17.0,3494.0
US-UT,Utah,2020-09-21,26.0,3520.0
US-UT,Utah,2020-09-22,30.0,3550.0
US-UT,Utah,2020-09-23,34.0,3584.0
US-UT,Utah,2020-09-24,35.0,3619.0
US-UT,Utah,2020-09-25,49.0,3668.0
US-UT,Utah,2020-09-26,34.0,3702.0
US-UT,Utah,2020-09-27,27.0,3729.0
US-UT,Utah,2020-09-28,28.0,3757.0
US-UT,Utah,2020-09-29,50.0,3807.0
US-TX,Texas,2020-03-04,0.0,0.0
US-TX,Texas,2020-03-05,0.0,0.0
US-TX,Texas,2020-03-06,0.0,0.0
US-TX,Texas,2020-03-07,0.0,0.0
US-TX,Texas,2020-03-08,0.0,0.0
US-TX,Texas,2020-03-09,0.0,0.0
US-TX,Texas,2020-03-10,0.0,0.0
US-TX,Texas,2020-03-11,0.0,0.0
US-TX,Texas,2020-03-12,0.0,0.0
US-TX,Texas,2020-03-13,0.0,0.0
US-TX,Texas,2020-03-14,0.0,0.0
US-TX,Texas,2020-03-15,0.0,0.0
US-TX,Texas,2020-03-16,0.0,0.0
US-TX,Texas,2020-03-17,0.0,0.0
US-TX,Texas,2020-03-18,0.0,0.0
US-TX,Texas,2020-03-19,0.0,0.0
US-TX,Texas,2020-03-20,0.0,0.0
US-TX,Texas,2020-03-21,0.0,0.0
US-TX,Texas,2020-03-22,0.0,0.0
US-TX,Texas,2020-03-23,0.0,0.0
US-TX,Texas,2020-03-24,0.0,0.0
US-TX,Texas,2020-03-25,0.0,0.0
US-TX,Texas,2020-03-26,0.0,0.0
US-TX,Texas,2020-03-27,0.0,0.0
US-TX,Texas,2020-03-28,0.0,0.0
US-TX,Texas,2020-03-29,0.0,0.0
US-TX,Texas,2020-03-30,0.0,0.0
US-TX,Texas,2020-03-31,0.0,0.0
US-TX,Texas,2020-04-01,0.0,0.0
US-TX,Texas,2020-04-02,0.0,0.0
US-TX,Texas,2020-04-03,0.0,0.0
US-TX,Texas,2020-04-04,0.0,0.0
US-TX,Texas,2020-04-05,0.0,0.0
US-TX,Texas,2020-04-06,0.0,0.0
US-TX,Texas,2020-04-07,0.0,0.0
US-TX,Texas,2020-04-08,0.0,0.0
US-TX,Texas,2020-04-09,0.0,0.0
US-TX,Texas,2020-04-10,0.0,0.0
US-TX,Texas,2020-04-11,0.0,0.0
US-TX,Texas,2020-04-12,0.0,0.0
US-TX,Texas,2020-04-13,0.0,0.0
US-TX,Texas,2020-04-14,0.0,0.0
US-TX,Texas,2020-04-15,0.0,0.0
US-TX,Texas,2020-04-16,0.0,0.0
US-TX,Texas,2020-04-17,0.0,0.0
US-TX,Texas,2020-04-18,0.0,0.0
US-TX,Texas,2020-04-19,0.0,0.0
US-TX,Texas,2020-04-20,0.0,0.0
US-TX,Texas,2020-04-21,0.0,0.0
US-TX,Texas,2020-04-22,0.0,0.0
US-TX,Texas,2020-04-23,0.0,0.0
US-TX,Texas,2020-04-24,0.0,0.0
US-TX,Texas,2020-04-25,0.0,0.0
US-TX,Texas,2020-04-26,0.0,0.0
US-TX,Texas,2020-04-27,0.0,0.0
US-TX,Texas,2020-04-28,0.0,0.0
US-TX,Texas,2020-04-29,0.0,0.0
US-TX,Texas,2020-04-30,0.0,0.0
US-TX,Texas,2020-05-01,0.0,0.0
US-TX,Texas,2020-05-02,0.0,0.0
US-TX,Texas,2020-05-03,0.0,0.0
US-TX,Texas,2020-05-04,0.0,0.0
US-TX,Texas,2020-05-05,0.0,0.0
US-TX,Texas,2020-05-06,0.0,0.0
US-TX,Texas,2020-05-07,0.0,0.0
US-TX,Texas,2020-05-08,0.0,0.0
US-TX,Texas,2020-05-09,0.0,0.0
US-TX,Texas,2020-05-10,0.0,0.0
US-TX,Texas,2020-05-11,0.0,0.0
US-TX,Texas,2020-05-12,0.0,0.0
US-TX,Texas,2020-05-13,0.0,0.0
US-TX,Texas,2020-05-14,0.0,0.0
US-TX,Texas,2020-05-15,0.0,0.0
US-TX,Texas,2020-05-16,0.0,0.0
US-TX,Texas,2020-05-17,0.0,0.0
US-TX,Texas,2020-05-18,0.0,0.0
US-TX,Texas,2020-05-19,0.0,0.0
US-TX,Texas,2020-05-20,0.0,0.0
US-TX,Texas,2020-05-21,0.0,0.0
US-TX,Texas,2020-05-22,0.0,0.0
US-TX,Texas,2020-05-23,0.0,0.0
US-TX,Texas,2020-05-24,0.0,0.0
US-TX,Texas,2020-05-25,0.0,0.0
US-TX,Texas,2020-05-26,0.0,0.0
US-TX,Texas,2020-05-27,0.0,0.0
US-TX,Texas,2020-05-28,0.0,0.0
US-TX,Texas,2020-05-29,0.0,0.0
US-TX,Texas,2020-05-30,0.0,0.0
US-TX,Texas,2020-05-31,0.0,0.0
US-TX,Texas,2020-06-01,0.0,0.0
US-TX,Texas,2020-06-02,0.0,0.0
US-TX,Texas,2020-06-03,0.0,0.0
US-TX,Texas,2020-06-04,0.0,0.0
US-TX,Texas,2020-06-05,0.0,0.0
US-TX,Texas,2020-06-06,0.0,0.0
US-TX,Texas,2020-06-07,0.0,0.0
US-TX,Texas,2020-06-08,0.0,0.0
US-TX,Texas,2020-06-09,0.0,0.0
US-TX,Texas,2020-06-10,0.0,0.0
US-TX,Texas,2020-06-11,0.0,0.0
US-TX,Texas,2020-06-12,0.0,0.0
US-TX,Texas,2020-06-13,0.0,0.0
US-TX,Texas,2020-06-14,0.0,0.0
US-TX,Texas,2020-06-15,0.0,0.0
US-TX,Texas,2020-06-16,0.0,0.0
US-TX,Texas,2020-06-17,0.0,0.0
US-TX,Texas,2020-06-18,0.0,0.0
US-TX,Texas,2020-06-19,0.0,0.0
US-TX,Texas,2020-06-20,0.0,0.0
US-TX,Texas,2020-06-21,0.0,0.0
US-TX,Texas,2020-06-22,0.0,0.0
US-TX,Texas,2020-06-23,0.0,0.0
US-TX,Texas,2020-06-24,0.0,0.0
US-TX,Texas,2020-06-25,0.0,0.0
US-TX,Texas,2020-06-26,0.0,0.0
US-TX,Texas,2020-06-27,0.0,0.0
US-TX,Texas,2020-06-28,0.0,0.0
US-TX,Texas,2020-06-29,0.0,0.0
US-TX,Texas,2020-06-30,0.0,0.0
US-TX,Texas,2020-07-01,0.0,0.0
US-TX,Texas,2020-07-02,0.0,0.0
US-TX,Texas,2020-07-03,0.0,0.0
US-TX,Texas,2020-07-04,0.0,0.0
US-TX,Texas,2020-07-05,0.0,0.0
US-TX,Texas,2020-07-06,0.0,0.0
US-TX,Texas,2020-07-07,0.0,0.0
US-TX,Texas,2020-07-08,0.0,0.0
US-TX,Texas,2020-07-09,0.0,0.0
US-TX,Texas,2020-07-10,0.0,0.0
US-TX,Texas,2020-07-11,0.0,0.0
US-TX,Texas,2020-07-12,0.0,0.0
US-TX,Texas,2020-07-13,0.0,0.0
US-TX,Texas,2020-07-14,0.0,0.0
US-TX,Texas,2020-07-15,0.0,0.0
US-TX,Texas,2020-07-16,0.0,0.0
US-TX,Texas,2020-07-17,0.0,0.0
US-TX,Texas,2020-07-18,0.0,0.0
US-TX,Texas,2020-07-19,0.0,0.0
US-TX,Texas,2020-07-20,0.0,0.0
US-TX,Texas,2020-07-21,0.0,0.0
US-TX,Texas,2020-07-22,0.0,0.0
US-TX,Texas,2020-07-23,0.0,0.0
US-TX,Texas,2020-07-24,0.0,0.0
US-TX,Texas,2020-07-25,0.0,0.0
US-TX,Texas,2020-07-26,0.0,0.0
US-TX,Texas,2020-07-27,0.0,0.0
US-TX,Texas,2020-07-28,0.0,0.0
US-TX,Texas,2020-07-29,0.0,0.0
US-TX,Texas,2020-07-30,0.0,0.0
US-TX,Texas,2020-07-31,0.0,0.0
US-TX,Texas,2020-08-01,0.0,0.0
US-TX,Texas,2020-08-02,0.0,0.0
US-TX,Texas,2020-08-03,0.0,0.0
US-TX,Texas,2020-08-04,0.0,0.0
US-TX,Texas,2020-08-05,0.0,0.0
US-TX,Texas,2020-08-06,0.0,0.0
US-TX,Texas,2020-08-07,0.0,0.0
US-TX,Texas,2020-08-08,0.0,0.0
US-TX,Texas,2020-08-09,0.0,0.0
US-TX,Texas,2020-08-10,0.0,0.0
US-TX,Texas,2020-08-11,0.0,0.0
US-TX,Texas,2020-08-12,0.0,0.0
US-TX,Texas,2020-08-13,0.0,0.0
US-TX,Texas,2020-08-14,0.0,0.0
US-TX,Texas,2020-08-15,0.0,0.0
US-TX,Texas,2020-08-16,0.0,0.0
US-TX,Texas,2020-08-17,0.0,0.0
US-TX,Texas,2020-08-18,0.0,0.0
US-TX,Texas,2020-08-19,0.0,0.0
US-TX,Texas,2020-08-20,0.0,0.0
US-TX,Texas,2020-08-21,0.0,0.0
US-TX,Texas,2020-08-22,0.0,0.0
US-TX,Texas,2020-08-23,0.0,0.0
US-TX,Texas,2020-08-24,0.0,0.0
US-TX,Texas,2020-08-25,0.0,0.0
US-TX,Texas,2020-08-26,0.0,0.0
US-TX,Texas,2020-08-27,0.0,0.0
US-TX,Texas,2020-08-28,0.0,0.0
US-TX,Texas,2020-08-29,0.0,0.0
US-TX,Texas,2020-08-30,0.0,0.0
US-TX,Texas,2020-08-31,0.0,0.0
US-TX,Texas,2020-09-01,0.0,0.0
US-TX,Texas,2020-09-02,0.0,0.0
US-TX,Texas,2020-09-03,0.0,0.0
US-TX,Texas,2020-09-04,0.0,0.0
US-TX,Texas,2020-09-05,0.0,0.0
US-TX,Texas,2020-09-06,0.0,0.0
US-TX,Texas,2020-09-07,0.0,0.0
US-TX,Texas,2020-09-08,0.0,0.0
US-TX,Texas,2020-09-09,0.0,0.0
US-TX,Texas,2020-09-10,0.0,0.0
US-TX,Texas,2020-09-11,0.0,0.0
US-TX,Texas,2020-09-12,0.0,0.0
US-TX,Texas,2020-09-13,0.0,0.0
US-TX,Texas,2020-09-14,0.0,0.0
US-TX,Texas,2020-09-15,0.0,0.0
US-TX,Texas,2020-09-16,0.0,0.0
US-TX,Texas,2020-09-17,0.0,0.0
US-TX,Texas,2020-09-18,0.0,0.0
US-TX,Texas,2020-09-19,0.0,0.0
US-TX,Texas,2020-09-20,0.0,0.0
US-TX,Texas,2020-09-21,0.0,0.0
US-TX,Texas,2020-09-22,0.0,0.0
US-TX,Texas,2020-09-23,0.0,0.0
US-TX,Texas,2020-09-24,0.0,0.0
US-TX,Texas,2020-09-25,0.0,0.0
US-TX,Texas,2020-09-26,0.0,0.0
US-TX,Texas,2020-09-27,0.0,0.0
US-TX,Texas,2020-09-28,0.0,0.0
US-TX,Texas,2020-09-29,0.0,0.0
US-TN,Tennessee,2020-03-05,0.0,0.0
US-TN,Tennessee,2020-03-06,0.0,0.0
US-TN,Tennessee,2020-03-07,0.0,0.0
US-TN,Tennessee,2020-03-08,0.0,0.0
US-TN,Tennessee,2020-03-09,0.0,0.0
US-TN,Tennessee,2020-03-10,0.0,0.0
US-TN,Tennessee,2020-03-11,0.0,0.0
US-TN,Tennessee,2020-03-12,0.0,0.0
US-TN,Tennessee,2020-03-13,0.0,0.0
US-TN,Tennessee,2020-03-14,0.0,0.0
US-TN,Tennessee,2020-03-15,0.0,0.0
US-TN,Tennessee,2020-03-16,0.0,0.0
US-TN,Tennessee,2020-03-17,0.0,0.0
US-TN,Tennessee,2020-03-18,0.0,0.0
US-TN,Tennessee,2020-03-19,0.0,0.0
US-TN,Tennessee,2020-03-20,0.0,0.0
US-TN,Tennessee,2020-03-21,0.0,0.0
US-TN,Tennessee,2020-03-22,0.0,0.0
US-TN,Tennessee,2020-03-23,0.0,0.0
US-TN,Tennessee,2020-03-24,0.0,0.0
US-TN,Tennessee,2020-03-25,53.0,53.0
US-TN,Tennessee,2020-03-26,23.0,76.0
US-TN,Tennessee,2020-03-27,27.0,103.0
US-TN,Tennessee,2020-03-28,15.0,118.0
US-TN,Tennessee,2020-03-29,15.0,133.0
US-TN,Tennessee,2020-03-30,15.0,148.0
US-TN,Tennessee,2020-03-31,27.0,175.0
US-TN,Tennessee,2020-04-01,25.0,200.0
US-TN,Tennessee,2020-04-02,63.0,263.0
US-TN,Tennessee,2020-04-03,30.0,293.0
US-TN,Tennessee,2020-04-04,18.0,311.0
US-TN,Tennessee,2020-04-05,17.0,328.0
US-TN,Tennessee,2020-04-06,24.0,352.0
US-TN,Tennessee,2020-04-07,56.0,408.0
US-TN,Tennessee,2020-04-08,41.0,449.0
US-TN,Tennessee,2020-04-09,56.0,505.0
US-TN,Tennessee,2020-04-10,31.0,536.0
US-TN,Tennessee,2020-04-11,20.0,556.0
US-TN,Tennessee,2020-04-12,11.0,567.0
US-TN,Tennessee,2020-04-13,12.0,579.0
US-TN,Tennessee,2020-04-14,54.0,633.0
US-TN,Tennessee,2020-04-15,30.0,663.0
US-TN,Tennessee,2020-04-16,28.0,691.0
US-TN,Tennessee,2020-04-17,20.0,711.0
US-TN,Tennessee,2020-04-18,8.0,719.0
US-TN,Tennessee,2020-04-19,5.0,724.0
US-TN,Tennessee,2020-04-20,6.0,730.0
US-TN,Tennessee,2020-04-21,30.0,760.0
US-TN,Tennessee,2020-04-22,15.0,775.0
US-TN,Tennessee,2020-04-23,18.0,793.0
US-TN,Tennessee,2020-04-24,15.0,808.0
US-TN,Tennessee,2020-04-25,13.0,821.0
US-TN,Tennessee,2020-04-26,7.0,828.0
US-TN,Tennessee,2020-04-27,9.0,837.0
US-TN,Tennessee,2020-04-28,57.0,894.0
US-TN,Tennessee,2020-04-29,119.0,1013.0
US-TN,Tennessee,2020-04-30,32.0,1045.0
US-TN,Tennessee,2020-05-01,68.0,1113.0
US-TN,Tennessee,2020-05-02,12.0,1125.0
US-TN,Tennessee,2020-05-03,10.0,1135.0
US-TN,Tennessee,2020-05-04,8.0,1143.0
US-TN,Tennessee,2020-05-05,13.0,1156.0
US-TN,Tennessee,2020-05-06,65.0,1221.0
US-TN,Tennessee,2020-05-07,45.0,1266.0
US-TN,Tennessee,2020-05-08,33.0,1299.0
US-TN,Tennessee,2020-05-09,20.0,1319.0
US-TN,Tennessee,2020-05-10,6.0,1325.0
US-TN,Tennessee,2020-05-11,19.0,1344.0
US-TN,Tennessee,2020-05-12,19.0,1363.0
US-TN,Tennessee,2020-05-13,25.0,1388.0
US-TN,Tennessee,2020-05-14,47.0,1435.0
US-TN,Tennessee,2020-05-15,19.0,1454.0
US-TN,Tennessee,2020-05-16,20.0,1474.0
US-TN,Tennessee,2020-05-17,8.0,1482.0
US-TN,Tennessee,2020-05-18,7.0,1489.0
US-TN,Tennessee,2020-05-19,9.0,1498.0
US-TN,Tennessee,2020-05-20,17.0,1515.0
US-TN,Tennessee,2020-05-21,24.0,1539.0
US-TN,Tennessee,2020-05-22,21.0,1560.0
US-TN,Tennessee,2020-05-23,13.0,1573.0
US-TN,Tennessee,2020-05-24,10.0,1583.0
US-TN,Tennessee,2020-05-25,11.0,1594.0
US-TN,Tennessee,2020-05-26,15.0,1609.0
US-TN,Tennessee,2020-05-27,38.0,1647.0
US-TN,Tennessee,2020-05-28,42.0,1689.0
US-TN,Tennessee,2020-05-29,21.0,1710.0
US-TN,Tennessee,2020-05-30,22.0,1732.0
US-TN,Tennessee,2020-05-31,18.0,1750.0
US-TN,Tennessee,2020-06-01,17.0,1767.0
US-TN,Tennessee,2020-06-02,25.0,1792.0
US-TN,Tennessee,2020-06-03,37.0,1829.0
US-TN,Tennessee,2020-06-04,26.0,1855.0
US-TN,Tennessee,2020-06-05,38.0,1893.0
US-TN,Tennessee,2020-06-06,30.0,1923.0
US-TN,Tennessee,2020-06-07,9.0,1932.0
US-TN,Tennessee,2020-06-08,16.0,1948.0
US-TN,Tennessee,2020-06-09,26.0,1974.0
US-TN,Tennessee,2020-06-10,16.0,1990.0
US-TN,Tennessee,2020-06-11,21.0,2011.0
US-TN,Tennessee,2020-06-12,38.0,2049.0
US-TN,Tennessee,2020-06-13,24.0,2073.0
US-TN,Tennessee,2020-06-14,14.0,2087.0
US-TN,Tennessee,2020-06-15,19.0,2106.0
US-TN,Tennessee,2020-06-16,40.0,2146.0
US-TN,Tennessee,2020-06-17,34.0,2180.0
US-TN,Tennessee,2020-06-18,29.0,2209.0
US-TN,Tennessee,2020-06-19,29.0,2238.0
US-TN,Tennessee,2020-06-20,28.0,2266.0
US-TN,Tennessee,2020-06-21,25.0,2291.0
US-TN,Tennessee,2020-06-22,10.0,2301.0
US-TN,Tennessee,2020-06-23,35.0,2336.0
US-TN,Tennessee,2020-06-24,50.0,2386.0
US-TN,Tennessee,2020-06-25,45.0,2431.0
US-TN,Tennessee,2020-06-26,67.0,2498.0
US-TN,Tennessee,2020-06-27,66.0,2564.0
US-TN,Tennessee,2020-06-28,0.0,2564.0
US-TN,Tennessee,2020-06-29,35.0,2599.0
US-TN,Tennessee,2020-06-30,66.0,2665.0
US-TN,Tennessee,2020-07-01,50.0,2715.0
US-TN,Tennessee,2020-07-02,60.0,2775.0
US-TN,Tennessee,2020-07-03,50.0,2825.0
US-TN,Tennessee,2020-07-04,35.0,2860.0
US-TN,Tennessee,2020-07-05,11.0,2871.0
US-TN,Tennessee,2020-07-06,26.0,2897.0
US-TN,Tennessee,2020-07-07,53.0,2950.0
US-TN,Tennessee,2020-07-08,73.0,3023.0
US-TN,Tennessee,2020-07-09,65.0,3088.0
US-TN,Tennessee,2020-07-10,58.0,3146.0
US-TN,Tennessee,2020-07-11,47.0,3193.0
US-TN,Tennessee,2020-07-12,57.0,3250.0
US-TN,Tennessee,2020-07-13,34.0,3284.0
US-TN,Tennessee,2020-07-14,94.0,3378.0
US-TN,Tennessee,2020-07-15,56.0,3434.0
US-TN,Tennessee,2020-07-16,63.0,3497.0
US-TN,Tennessee,2020-07-17,65.0,3562.0
US-TN,Tennessee,2020-07-18,87.0,3649.0
US-TN,Tennessee,2020-07-19,32.0,3681.0
US-TN,Tennessee,2020-07-20,31.0,3712.0
US-TN,Tennessee,2020-07-21,86.0,3798.0
US-TN,Tennessee,2020-07-22,109.0,3907.0
US-TN,Tennessee,2020-07-23,109.0,4016.0
US-TN,Tennessee,2020-07-24,104.0,4120.0
US-TN,Tennessee,2020-07-25,76.0,4196.0
US-TN,Tennessee,2020-07-26,48.0,4244.0
US-TN,Tennessee,2020-07-27,36.0,4280.0
US-TN,Tennessee,2020-07-28,0.0,4280.0
US-TN,Tennessee,2020-07-29,202.0,4482.0
US-TN,Tennessee,2020-07-30,90.0,4572.0
US-TN,Tennessee,2020-07-31,89.0,4661.0
US-TN,Tennessee,2020-08-01,63.0,4724.0
US-TN,Tennessee,2020-08-02,32.0,4756.0
US-TN,Tennessee,2020-08-03,52.0,4808.0
US-TN,Tennessee,2020-08-04,92.0,4900.0
US-TN,Tennessee,2020-08-05,101.0,5001.0
US-TN,Tennessee,2020-08-06,108.0,5109.0
US-TN,Tennessee,2020-08-07,81.0,5190.0
US-TN,Tennessee,2020-08-08,72.0,5262.0
US-TN,Tennessee,2020-08-09,42.0,5304.0
US-TN,Tennessee,2020-08-10,35.0,5339.0
US-TN,Tennessee,2020-08-11,125.0,5464.0
US-TN,Tennessee,2020-08-12,90.0,5554.0
US-TN,Tennessee,2020-08-13,94.0,5648.0
US-TN,Tennessee,2020-08-14,77.0,5725.0
US-TN,Tennessee,2020-08-15,88.0,5813.0
US-TN,Tennessee,2020-08-16,34.0,5847.0
US-TN,Tennessee,2020-08-17,34.0,5881.0
US-TN,Tennessee,2020-08-18,100.0,5981.0
US-TN,Tennessee,2020-08-19,88.0,6069.0
US-TN,Tennessee,2020-08-20,87.0,6156.0
US-TN,Tennessee,2020-08-21,99.0,6255.0
US-TN,Tennessee,2020-08-22,73.0,6328.0
US-TN,Tennessee,2020-08-23,50.0,6378.0
US-TN,Tennessee,2020-08-24,43.0,6421.0
US-TN,Tennessee,2020-08-25,94.0,6515.0
US-TN,Tennessee,2020-08-26,88.0,6603.0
US-TN,Tennessee,2020-08-27,74.0,6677.0
US-TN,Tennessee,2020-08-28,74.0,6751.0
US-TN,Tennessee,2020-08-29,0.0,6751.0
US-TN,Tennessee,2020-08-30,89.0,6840.0
US-TN,Tennessee,2020-08-31,38.0,6878.0
US-TN,Tennessee,2020-09-01,100.0,6978.0
US-TN,Tennessee,2020-09-02,83.0,7061.0
US-TN,Tennessee,2020-09-03,64.0,7125.0
US-TN,Tennessee,2020-09-04,81.0,7206.0
