open_covid_region_code,region_name,date,hospitalized_new,hospitalized_cumulative
US-WV,West Virginia,2020-03-17,0.0,0.0
US-WV,West Virginia,2020-03-18,0.0,0.0
US-WV,West Virginia,2020-03-19,0.0,0.0
US-WV,West Virginia,2020-03-20,0.0,0.0
US-WV,West Virginia,2020-03-21,1.0,1.0
US-WV,West Virginia,2020-03-22,0.0,1.0
US-WV,West Virginia,2020-03-23,0.0,1.0
US-WV,West Virginia,2020-03-24,0.0,1.0
US-WV,West Virginia,2020-03-25,0.0,1.0
US-WV,West Virginia,2020-03-26,0.0,1.0
US-WV,West Virginia,2020-03-27,0.0,1.0
US-WV,West Virginia,2020-03-28,0.0,1.0
US-WV,West Virginia,2020-03-29,0.0,1.0
US-WV,West Virginia,2020-03-30,0.0,1.0
US-WV,West Virginia,2020-03-31,0.0,1.0
US-WV,West Virginia,2020-04-01,0.0,1.0
US-WV,West Virginia,2020-04-02,0.0,1.0
US-WV,West Virginia,2020-04-03,0.0,1.0
US-WV,West Virginia,2020-04-04,-1.0,0.0
US-WV,West Virginia,2020-04-05,0.0,0.0
US-WV,West Virginia,2020-04-06,0.0,0.0
US-WV,West Virginia,2020-04-07,0.0,0.0
US-WV,West Virginia,2020-04-08,0.0,0.0
US-WV,West Virginia,2020-04-09,0.0,0.0
US-WV,West Virginia,2020-04-10,0.0,0.0
US-WV,West Virginia,2020-04-11,0.0,0.0
US-WV,West Virginia,2020-04-12,0.0,0.0
US-WV,West Virginia,2020-04-13,164.0,164.0
US-WV,West Virginia,2020-04-14,0.0,164.0
US-WV,West Virginia,2020-04-15,0.0,164.0
US-WV,West Virginia,2020-04-16,-164.0,0.0
US-WV,West Virginia,2020-04-17,0.0,0.0
US-WV,West Virginia,2020-04-18,0.0,0.0
US-WV,West Virginia,2020-04-19,0.0,0.0
US-WV,West Virginia,2020-04-20,0.0,0.0
US-WV,West Virginia,2020-04-21,0.0,0.0
US-WV,West Virginia,2020-04-22,0.0,0.0
US-WV,West Virginia,2020-04-23,0.0,0.0
US-WV,West Virginia,2020-04-24,0.0,0.0
US-WV,West Virginia,2020-04-25,0.0,0.0
US-WV,West Virginia,2020-04-26,0.0,0.0
US-WV,West Virginia,2020-04-27,0.0,0.0
US-WV,West Virginia,2020-04-28,0.0,0.0
US-WV,West Virginia,2020-04-29,0.0,0.0
US-WV,West Virginia,2020-04-30,0.0,0.0
US-WV,West Virginia,2020-05-01,0.0,0.0
US-WV,West Virginia,2020-05-02,0.0,0.0
US-WV,West Virginia,2020-05-03,0.0,0.0
US-WV,West Virginia,2020-05-04,0.0,0.0
US-WV,West Virginia,2020-05-05,0.0,0.0
US-WV,West Virginia,2020-05-06,0.0,0.0
US-WV,West Virginia,2020-05-07,0.0,0.0
US-WV,West Virginia,2020-05-08,0.0,0.0
US-WV,West Virginia,2020-05-09,0.0,0.0
US-WV,West Virginia,2020-05-10,0.0,0.0
US-WV,West Virginia,2020-05-11,0.0,0.0
US-WV,West Virginia,2020-05-12,0.0,0.0
US-WV,West Virginia,2020-05-13,0.0,0.0
US-WV,West Virginia,2020-05-14,0.0,0.0
US-WV,West Virginia,2020-05-15,0.0,0.0
US-WV,West Virginia,2020-05-16,0.0,0.0
US-WV,West Virginia,2020-05-17,0.0,0.0
US-WV,West Virginia,2020-05-18,0.0,0.0
US-WV,West Virginia,2020-05-19,0.0,0.0
US-WV,West Virginia,2020-05-20,0.0,0.0
US-WV,West Virginia,2020-05-21,0.0,0.0
US-WV,West Virginia,2020-05-22,0.0,0.0
US-WV,West Virginia,2020-05-23,0.0,0.0
US-WV,West Virginia,2020-05-24,0.0,0.0
US-WV,West Virginia,2020-05-25,0.0,0.0
US-WV,West Virginia,2020-05-26,0.0,0.0
US-WV,West Virginia,2020-05-27,0.0,0.0
US-WV,West Virginia,2020-05-28,0.0,0.0
US-WV,West Virginia,2020-05-29,0.0,0.0
US-WV,West Virginia,2020-05-30,0.0,0.0
US-WV,West Virginia,2020-05-31,0.0,0.0
US-WV,West Virginia,2020-06-01,0.0,0.0
US-WV,West Virginia,2020-06-02,0.0,0.0
US-WV,West Virginia,2020-06-03,0.0,0.0
US-WV,West Virginia,2020-06-04,0.0,0.0
US-WV,West Virginia,2020-06-05,0.0,0.0
US-WV,West Virginia,2020-06-06,0.0,0.0
US-WV,West Virginia,2020-06-07,0.0,0.0
US-WV,West Virginia,2020-06-08,0.0,0.0
US-WV,West Virginia,2020-06-09,0.0,0.0
US-WV,West Virginia,2020-06-10,0.0,0.0
US-WV,West Virginia,2020-06-11,0.0,0.0
US-WV,West Virginia,2020-06-12,0.0,0.0
US-WV,West Virginia,2020-06-13,0.0,0.0
US-WV,West Virginia,2020-06-14,0.0,0.0
US-WV,West Virginia,2020-06-15,0.0,0.0
US-WV,West Virginia,2020-06-16,0.0,0.0
US-WV,West Virginia,2020-06-17,0.0,0.0
US-WV,West Virginia,2020-06-18,0.0,0.0
US-WV,West Virginia,2020-06-19,0.0,0.0
US-WV,West Virginia,2020-06-20,0.0,0.0
US-WV,West Virginia,2020-06-21,0.0,0.0
US-WV,West Virginia,2020-06-22,0.0,0.0
US-WV,West Virginia,2020-06-23,0.0,0.0
US-WV,West Virginia,2020-06-24,0.0,0.0
US-WV,West Virginia,2020-06-25,0.0,0.0
US-WV,West Virginia,2020-06-26,0.0,0.0
US-WV,West Virginia,2020-06-27,0.0,0.0
US-WV,West Virginia,2020-06-28,0.0,0.0
US-WV,West Virginia,2020-06-29,0.0,0.0
US-WV,West Virginia,2020-06-30,0.0,0.0
US-WV,West Virginia,2020-07-01,0.0,0.0
US-WV,West Virginia,2020-07-02,0.0,0.0
US-WV,West Virginia,2020-07-03,0.0,0.0
US-WV,West Virginia,2020-07-04,0.0,0.0
US-WV,West Virginia,2020-07-05,0.0,0.0
US-WV,West Virginia,2020-07-06,0.0,0.0
US-WV,West Virginia,2020-07-07,0.0,0.0
US-WV,West Virginia,2020-07-08,0.0,0.0
US-WV,West Virginia,2020-07-09,0.0,0.0
US-WV,West Virginia,2020-07-10,0.0,0.0
US-WV,West Virginia,2020-07-11,0.0,0.0
US-WV,West Virginia,2020-07-12,0.0,0.0
US-WV,West Virginia,2020-07-13,0.0,0.0
US-WV,West Virginia,2020-07-14,0.0,0.0
US-WV,West Virginia,2020-07-15,0.0,0.0
US-WV,West Virginia,2020-07-16,0.0,0.0
US-WV,West Virginia,2020-07-17,0.0,0.0
US-WV,West Virginia,2020-07-18,0.0,0.0
US-WV,West Virginia,2020-07-19,0.0,0.0
US-WV,West Virginia,2020-07-20,0.0,0.0
US-WV,West Virginia,2020-07-21,0.0,0.0
US-WV,West Virginia,2020-07-22,0.0,0.0
US-WV,West Virginia,2020-07-23,0.0,0.0
US-WV,West Virginia,2020-07-24,0.0,0.0
US-WV,West Virginia,2020-07-25,0.0,0.0
US-WV,West Virginia,2020-07-26,0.0,0.0
US-WV,West Virginia,2020-07-27,0.0,0.0
US-WV,West Virginia,2020-07-28,0.0,0.0
US-WV,West Virginia,2020-07-29,0.0,0.0
US-WV,West Virginia,2020-07-30,0.0,0.0
US-WV,West Virginia,2020-07-31,0.0,0.0
US-WV,West Virginia,2020-08-01,0.0,0.0
US-WV,West Virginia,2020-08-02,0.0,0.0
US-WV,West Virginia,2020-08-03,0.0,0.0
US-WV,West Virginia,2020-08-04,0.0,0.0
US-WV,West Virginia,2020-08-05,0.0,0.0
US-WV,West Virginia,2020-08-06,0.0,0.0
US-WV,West Virginia,2020-08-07,0.0,0.0
US-WV,West Virginia,2020-08-08,0.0,0.0
US-WV,West Virginia,2020-08-09,0.0,0.0
US-WV,West Virginia,2020-08-10,0.0,0.0
US-WV,West Virginia,2020-08-11,0.0,0.0
US-WV,West Virginia,2020-08-12,0.0,0.0
US-WV,West Virginia,2020-08-13,0.0,0.0
US-WV,West Virginia,2020-08-14,0.0,0.0
US-WV,West Virginia,2020-08-15,0.0,0.0
US-WV,West Virginia,2020-08-16,0.0,0.0
US-WV,West Virginia,2020-08-17,0.0,0.0
US-WV,West Virginia,2020-08-18,0.0,0.0
US-WV,West Virginia,2020-08-19,0.0,0.0
US-WV,West Virginia,2020-08-20,0.0,0.0
US-WV,West Virginia,2020-08-21,0.0,0.0
US-WV,West Virginia,2020-08-22,0.0,0.0
US-WV,West Virginia,2020-08-23,0.0,0.0
US-WV,West Virginia,2020-08-24,0.0,0.0
US-WV,West Virginia,2020-08-25,0.0,0.0
US-WV,West Virginia,2020-08-26,0.0,0.0
US-WV,West Virginia,2020-08-27,0.0,0.0
US-WV,West Virginia,2020-08-28,0.0,0.0
US-WV,West Virginia,2020-08-29,0.0,0.0
US-WV,West Virginia,2020-08-30,0.0,0.0
US-WV,West Virginia,2020-08-31,0.0,0.0
US-WV,West Virginia,2020-09-01,0.0,0.0
US-WV,West Virginia,2020-09-02,0.0,0.0
US-WV,West Virginia,2020-09-03,0.0,0.0
US-WV,West Virginia,2020-09-04,0.0,0.0
US-WV,West Virginia,2020-09-05,0.0,0.0
US-WV,West Virginia,2020-09-06,0.0,0.0
US-WV,West Virginia,2020-09-07,0.0,0.0
US-WV,West Virginia,2020-09-08,0.0,0.0
US-WV,West Virginia,2020-09-09,0.0,0.0
US-WV,West Virginia,2020-09-10,0.0,0.0
US-WV,West Virginia,2020-09-11,0.0,0.0
US-WV,West Virginia,2020-09-12,0.0,0.0
US-WV,West Virginia,2020-09-13,0.0,0.0
US-WV,West Virginia,2020-09-14,0.0,0.0
US-WV,West Virginia,2020-09-15,0.0,0.0
US-WV,West Virginia,2020-09-16,0.0,0.0
US-WV,West Virginia,2020-09-17,0.0,0.0
US-WV,West Virginia,2020-09-18,0.0,0.0
US-WV,West Virginia,2020-09-19,0.0,0.0
US-WV,West Virginia,2020-09-20,0.0,0.0
US-WV,West Virginia,2020-09-21,0.0,0.0
US-WV,West Virginia,2020-09-22,0.0,0.0
US-WV,West Virginia,2020-09-23,0.0,0.0
US-WV,West Virginia,2020-09-24,0.0,0.0
US-WV,West Virginia,2020-09-25,0.0,0.0
US-WV,West Virginia,2020-09-26,0.0,0.0
US-WV,West Virginia,2020-09-27,0.0,0.0
US-WV,West Virginia,2020-09-28,0.0,0.0
US-WV,West Virginia,2020-09-29,0.0,0.0
US-WI,Wisconsin,2020-03-04,0.0,0.0
US-WI,Wisconsin,2020-03-05,0.0,0.0
US-WI,Wisconsin,2020-03-06,0.0,0.0
US-WI,Wisconsin,2020-03-07,0.0,0.0
US-WI,Wisconsin,2020-03-08,0.0,0.0
US-WI,Wisconsin,2020-03-09,0.0,0.0
US-WI,Wisconsin,2020-03-10,0.0,0.0
US-WI,Wisconsin,2020-03-11,0.0,0.0
US-WI,Wisconsin,2020-03-12,0.0,0.0
US-WI,Wisconsin,2020-03-13,0.0,0.0
US-WI,Wisconsin,2020-03-14,0.0,0.0
US-WI,Wisconsin,2020-03-15,0.0,0.0
US-WI,Wisconsin,2020-03-16,0.0,0.0
US-WI,Wisconsin,2020-03-17,0.0,0.0
US-WI,Wisconsin,2020-03-18,0.0,0.0
US-WI,Wisconsin,2020-03-19,0.0,0.0
US-WI,Wisconsin,2020-03-20,0.0,0.0
US-WI,Wisconsin,2020-03-21,0.0,0.0
US-WI,Wisconsin,2020-03-22,0.0,0.0
US-WI,Wisconsin,2020-03-23,0.0,0.0
US-WI,Wisconsin,2020-03-24,0.0,0.0
US-WI,Wisconsin,2020-03-25,0.0,0.0
US-WI,Wisconsin,2020-03-26,0.0,0.0
US-WI,Wisconsin,2020-03-27,0.0,0.0
US-WI,Wisconsin,2020-03-28,0.0,0.0
US-WI,Wisconsin,2020-03-29,0.0,0.0
US-WI,Wisconsin,2020-03-30,0.0,0.0
US-WI,Wisconsin,2020-03-31,337.0,337.0
US-WI,Wisconsin,2020-04-01,61.0,398.0
US-WI,Wisconsin,2020-04-02,63.0,461.0
US-WI,Wisconsin,2020-04-03,26.0,487.0
US-WI,Wisconsin,2020-04-04,101.0,588.0
US-WI,Wisconsin,2020-04-05,36.0,624.0
US-WI,Wisconsin,2020-04-06,44.0,668.0
US-WI,Wisconsin,2020-04-07,77.0,745.0
US-WI,Wisconsin,2020-04-08,45.0,790.0
US-WI,Wisconsin,2020-04-09,53.0,843.0
US-WI,Wisconsin,2020-04-10,61.0,904.0
US-WI,Wisconsin,2020-04-11,46.0,950.0
US-WI,Wisconsin,2020-04-12,24.0,974.0
US-WI,Wisconsin,2020-04-13,19.0,993.0
US-WI,Wisconsin,2020-04-14,56.0,1049.0
US-WI,Wisconsin,2020-04-15,42.0,1091.0
US-WI,Wisconsin,2020-04-16,30.0,1121.0
US-WI,Wisconsin,2020-04-17,32.0,1153.0
US-WI,Wisconsin,2020-04-18,23.0,1176.0
US-WI,Wisconsin,2020-04-19,14.0,1190.0
US-WI,Wisconsin,2020-04-20,21.0,1211.0
US-WI,Wisconsin,2020-04-21,41.0,1252.0
US-WI,Wisconsin,2020-04-22,50.0,1302.0
US-WI,Wisconsin,2020-04-23,16.0,1318.0
US-WI,Wisconsin,2020-04-24,35.0,1353.0
US-WI,Wisconsin,2020-04-25,23.0,1376.0
US-WI,Wisconsin,2020-04-26,21.0,1397.0
US-WI,Wisconsin,2020-04-27,18.0,1415.0
US-WI,Wisconsin,2020-04-28,41.0,1456.0
US-WI,Wisconsin,2020-04-29,33.0,1489.0
US-WI,Wisconsin,2020-04-30,23.0,1512.0
US-WI,Wisconsin,2020-05-01,32.0,1544.0
US-WI,Wisconsin,2020-05-02,47.0,1591.0
US-WI,Wisconsin,2020-05-03,17.0,1608.0
US-WI,Wisconsin,2020-05-04,13.0,1621.0
US-WI,Wisconsin,2020-05-05,42.0,1663.0
US-WI,Wisconsin,2020-05-06,31.0,1694.0
US-WI,Wisconsin,2020-05-07,38.0,1732.0
US-WI,Wisconsin,2020-05-08,35.0,1767.0
US-WI,Wisconsin,2020-05-09,39.0,1806.0
US-WI,Wisconsin,2020-05-10,14.0,1820.0
US-WI,Wisconsin,2020-05-11,26.0,1846.0
US-WI,Wisconsin,2020-05-12,31.0,1877.0
US-WI,Wisconsin,2020-05-13,31.0,1908.0
US-WI,Wisconsin,2020-05-14,31.0,1939.0
US-WI,Wisconsin,2020-05-15,38.0,1977.0
US-WI,Wisconsin,2020-05-16,41.0,2018.0
US-WI,Wisconsin,2020-05-17,20.0,2038.0
US-WI,Wisconsin,2020-05-18,30.0,2068.0
US-WI,Wisconsin,2020-05-19,42.0,2110.0
US-WI,Wisconsin,2020-05-20,51.0,2161.0
US-WI,Wisconsin,2020-05-21,57.0,2218.0
US-WI,Wisconsin,2020-05-22,41.0,2259.0
US-WI,Wisconsin,2020-05-23,33.0,2292.0
US-WI,Wisconsin,2020-05-24,23.0,2315.0
US-WI,Wisconsin,2020-05-25,24.0,2339.0
US-WI,Wisconsin,2020-05-26,23.0,2362.0
US-WI,Wisconsin,2020-05-27,49.0,2411.0
US-WI,Wisconsin,2020-05-28,41.0,2452.0
US-WI,Wisconsin,2020-05-29,47.0,2499.0
US-WI,Wisconsin,2020-05-30,64.0,2563.0
US-WI,Wisconsin,2020-05-31,20.0,2583.0
US-WI,Wisconsin,2020-06-01,20.0,2603.0
US-WI,Wisconsin,2020-06-02,40.0,2643.0
US-WI,Wisconsin,2020-06-03,57.0,2700.0
US-WI,Wisconsin,2020-06-04,39.0,2739.0
US-WI,Wisconsin,2020-06-05,52.0,2791.0
US-WI,Wisconsin,2020-06-06,41.0,2832.0
US-WI,Wisconsin,2020-06-07,16.0,2848.0
US-WI,Wisconsin,2020-06-08,12.0,2860.0
US-WI,Wisconsin,2020-06-09,44.0,2904.0
US-WI,Wisconsin,2020-06-10,39.0,2943.0
US-WI,Wisconsin,2020-06-11,33.0,2976.0
US-WI,Wisconsin,2020-06-12,27.0,3003.0
US-WI,Wisconsin,2020-06-13,32.0,3035.0
US-WI,Wisconsin,2020-06-14,14.0,3049.0
US-WI,Wisconsin,2020-06-15,12.0,3061.0
US-WI,Wisconsin,2020-06-16,35.0,3096.0
US-WI,Wisconsin,2020-06-17,32.0,3128.0
US-WI,Wisconsin,2020-06-18,32.0,3160.0
US-WI,Wisconsin,2020-06-19,17.0,3177.0
US-WI,Wisconsin,2020-06-20,26.0,3203.0
US-WI,Wisconsin,2020-06-21,17.0,3220.0
US-WI,Wisconsin,2020-06-22,11.0,3231.0
US-WI,Wisconsin,2020-06-23,37.0,3268.0
US-WI,Wisconsin,2020-06-24,31.0,3299.0
