open_covid_region_code,date,hospitalized_new
US-AZ,2020-09-28,373.0
US-AZ,2020-10-05,332.0
US-AZ,2020-10-12,282.0
US-AZ,2020-10-19,323.0
US-AZ,2020-10-26,353.0
US-AZ,2020-11-02,468.0
US-AZ,2020-11-09,301.0
US-AZ,2020-11-16,107.0
US-AZ,2020-11-23,362.0
US-AZ,2020-11-30,544.0
US-AZ,2020-12-07,634.0
US-AZ,2020-12-14,837.0
US-AZ,2020-12-21,1074.0
US-AZ,2020-12-28,3665.0
US-AZ,2021-01-04,7897.0
US-AZ,2021-01-11,1487.0
US-AZ,2021-01-18,486.0
US-AZ,2021-01-25,180.0
US-AZ,2021-02-01,106.0
US-AZ,2021-02-08,246.0
US-AZ,2021-02-15,103.0
US-AZ,2021-02-22,139.0
US-AZ,2021-03-01,279.0
US-AZ,2021-03-08,-2123.0
US-CO,2020-08-03,0.0
US-CO,2020-08-10,0.0
US-CO,2020-08-17,49.0
US-CO,2020-08-24,225.0
US-CO,2020-08-31,601.0
US-CO,2020-09-07,501.0
US-CO,2020-09-14,421.0
US-CO,2020-09-21,613.0
US-CO,2020-09-28,383.0
US-CO,2020-10-05,830.0
US-CO,2020-10-12,243.0
US-CO,2020-10-19,239.0
US-CO,2020-10-26,228.0
US-CO,2020-11-02,147.0
US-CO,2020-11-09,764.0
US-CO,2020-11-16,79.0
US-CO,2020-11-23,76.0
US-CO,2020-11-30,151.0
US-CO,2020-12-07,335.0
US-CO,2020-12-14,134.0
US-CO,2020-12-21,242.0
US-CO,2020-12-28,204.0
US-CO,2021-01-04,137.0
US-CO,2021-01-11,125.0
US-CO,2021-01-18,104.0
US-CO,2021-01-25,162.0
US-CO,2021-02-01,141.0
US-CO,2021-02-08,89.0
US-CO,2021-02-15,134.0
US-CO,2021-02-22,163.0
US-CO,2021-03-01,146.0
US-CO,2021-03-08,105.0
US-CT,2020-08-03,0.0
US-CT,2020-08-10,0.0
US-CT,2020-08-17,0.0
US-CT,2020-08-24,0.0
US-CT,2020-08-31,0.0
US-CT,2020-09-07,0.0
US-CT,2020-09-14,0.0
US-CT,2020-09-21,0.0
US-CT,2020-09-28,7758.0
US-CT,2020-10-05,1631.0
US-CT,2020-10-12,1557.0
US-CT,2020-10-19,1592.0
US-CT,2020-10-26,0.0
US-CT,2020-11-02,-2869.0
US-CT,2020-11-09,243.0
US-CT,2020-11-16,187.0
US-CT,2020-11-23,169.0
US-CT,2020-11-30,143.0
US-CT,2020-12-07,141.0
US-CT,2020-12-14,102.0
US-CT,2020-12-21,58.0
US-CT,2020-12-28,95.0
US-CT,2021-01-04,113.0
US-CT,2021-01-11,95.0
US-CT,2021-01-18,72.0
US-CT,2021-01-25,93.0
US-CT,2021-02-01,95.0
US-CT,2021-02-08,82.0
US-CT,2021-02-15,90.0
US-CT,2021-02-22,113.0
US-CT,2021-03-01,139.0
US-CT,2021-03-08,146.0
US-FL,2020-08-03,0.0
US-FL,2020-08-10,0.0
US-FL,2020-08-17,185.0
US-FL,2020-08-24,409.0
US-FL,2020-08-31,978.0
US-FL,2020-09-07,1200.0
US-FL,2020-09-14,1158.0
US-FL,2020-09-21,1225.0
US-FL,2020-09-28,1089.0
US-FL,2020-10-05,1160.0
US-FL,2020-10-12,1074.0
US-FL,2020-10-19,1160.0
US-FL,2020-10-26,815.0
US-FL,2020-11-02,762.0
US-FL,2020-11-09,1009.0
US-FL,2020-11-16,1101.0
US-FL,2020-11-23,1215.0
US-FL,2020-11-30,1661.0
US-FL,2020-12-07,2389.0
US-FL,2020-12-14,2719.0
US-FL,2020-12-21,3112.0
US-FL,2020-12-28,3103.0
US-FL,2021-01-04,3369.0
US-FL,2021-01-11,3448.0
US-FL,2021-01-18,2562.0
US-FL,2021-01-25,1954.0
US-FL,2021-02-01,1630.0
US-FL,2021-02-08,1282.0
US-FL,2021-02-15,1170.0
US-FL,2021-02-22,1091.0
US-FL,2021-03-01,1185.0
US-FL,2021-03-08,790.0
US-GA,2020-08-03,0.0
US-GA,2020-08-10,0.0
US-GA,2020-08-17,0.0
US-GA,2020-08-24,666.0
US-GA,2020-08-31,617.0
US-GA,2020-09-07,1222.0
US-GA,2020-09-14,959.0
US-GA,2020-09-21,895.0
US-GA,2020-09-28,1034.0
US-GA,2020-10-05,604.0
US-GA,2020-10-12,793.0
US-GA,2020-10-19,649.0
US-GA,2020-10-26,507.0
US-GA,2020-11-02,739.0
US-GA,2020-11-09,563.0
US-GA,2020-11-16,589.0
US-GA,2020-11-23,874.0
US-GA,2020-11-30,1064.0
US-GA,2020-12-07,1484.0
US-GA,2020-12-14,1751.0
US-GA,2020-12-21,2081.0
US-GA,2020-12-28,1973.0
US-GA,2021-01-04,1564.0
